Бүртгэлийн дугаар,Худалдааны нэр,Олон улсын нэршилТун хэмжээNo,Эмийн хэлбэр ,Олгох нөхцөл,Үйлдвэрлэгчийн нэр,Улс,Хүчинтэй хугацаа,Бүртгүүлсэн байгууллага,Бүртгэлийн дугаар.1,Баркод,Баркод.1,,
L20141219TP04174,Гагол-19,Уламжлалт эм,1кг,1,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2024.12.19,Ариун Монгол ХХК,8654000084250,,
L20141219TP04154,Жиданги-6,Уламжлалт эм,0.5кг,1,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2024.12.19,Ариун Монгол ХХК,8654000083284,,
L20141219TP04154,Жиданги-6,Уламжлалт эм,1кг,1,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2024.12.19,Ариун Монгол ХХК,8654000083291,,
L20141219TP4175,Гүргүм-13,Уламжлалт эм,0.5кг,1,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2024.12.19,Ариун Монгол ХХК,8654000084687,,
L20141219TP4175,Гүргүм-13,Уламжлалт эм,1кг,1,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2024.12.19,Ариун Монгол ХХК,8654000084632,,
L20141219TP04176,Сэма-4,Уламжлалт эм,0.5кг,1,тан эм,Жороор,Армон эмийн үйлдвэр,Монгол,2024.12.19,Ариун Монгол ХХК,8654000084755,,
L20141219TP04176,Сэма-4,Уламжлалт эм,1кг,1,тан эм,Жороор,Армон эмийн үйлдвэр,Монгол,2024.12.19,Ариун Монгол ХХК,8654000084762,,
L20150520TO04748,Гоюу-13,Уламжлалт эм,0.5кг,1,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087343,,
L20150520TO04748,Гоюу-13,Уламжлалт эм,1кг,1,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000087336,,
FT20150325MO04428,Вольтарен эмулгель,Диклофенак,2%-100г,1,гель,Жоргүй,"Novartis consumer health SA, Switzerland",Швейцари,2023.03.05,Моносфарм Трейд ХХК,4607045192132,,
FT20150928CP05097,Экватор,Лизиноприл + Амлодипин,20мг+5 мг,60,шахмал,Жороор,Gedeon Richter PLC,Унгар,2023.09.28,Гедеон Рихтер ТГ, ,,
F20150210GO04296,Простамед, ,200мг,120,зажилдаг шахмал,Жоргүй,"Dr. Gustav Klein GmbH & Co. KG, Germany",Герман,2025.02.10,Монголэмимпекс ХХК,4260019330727,,
F20150210GO04296,Простамед, ,200мг,200,зажилдаг шахмал,Жоргүй,"Dr. Gustav Klein GmbH & Co. KG, Germany",Герман,2025.02.10,Монголэмимпекс ХХК,4260019330727,,
FT20151211RO05246,АЦЦ сироп,Ацетилцистеин,20мг/мл-200мл,1,сироп,Жоргүй,Salutas Pharma GmbH,Герман,2023.12.11,Сандоз ТГ,4030855507481,,
F141219NO04106,Антигриппин,Парацетамол + дексхлорфенирамин + аскорбины хүчил,250мг+3мг+50мг,10,уусдаг шахмал,Жоргүй,Natur Produkt Pharma Sp.z.o.o,Польш,2019.12.18,Еврофарм ХХК, ,,
FT20151211AO05247,Линекс baby, ,1г,20,хөвмөл,Жоргүй,Lek D.D.,Словени,2023.12.11,Lek ТГ,3838957069521,,
F20150720AO05000,Дротаверин,Дротаверин,40мг,50,шахмал,Жоргүй,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК, ,,
F20150720CP04997,Амлорус,Амлодипин,5мг,20,шахмал,Жороор,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК, ,,
L20141119BP04026,Натрийн хлорид,Натрийн хлорид,5%-500мл,1,тарилгын шингэн,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2024.11.19,Айвико ХХК,8656020738106,,
FT20150623AP04811,Гальвус мет,Вилдаглиптин + Метформин,50мг+850мг,60,бүрхүүлтэй шахмал,Жороор,Novartis Pharma Produktions GmbH,Герман,2023.06.23,Моносфарм Трейд ХХК,7612797502532,,
F150210LH04291,Оксалиплатин эбеве,Оксалиплатин,5мг/мл-20мл,1,концентраттай уусмал,Жороор,Ebewe Pharma Ges.m.b.H. NFG. KG,Австри,2020.02.10,Sandoz, ,,
F20141218JP04098,Октагам,Хүний хэвийн иммуноглобулин Ж,50мг/мл-100мл,1,тарилгын шингэн,Жороор,Octapharma Pharmazeutika Produktions GmbH,Австри,2024.12.18,Моносфарм Трейд ХХК,2012226-01,,
L20141119BP04027,Натрийн хлорид,Натрийн хлорид,7.5%-100мл,1,тарилгын шингэн,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2024.11.19,Айвико ХХК,8656020738113,,
FT20150720GP04996,Тержинан,Тернидазол + Неомицин + Нистатин + Преднизолон,"0.2г+0.1г+100000 ОУН+0,0047г",10,шахмал,Жороор,Sophartex,Франц,2023.07.20,Азифарма ХХК,3592751842130,,
F20060222JP04792,Медофлюкон,Флуконазол,150мг,1,капсул,Жороор,Medochemie Ltd,Кипр,2025.02.22,Еврофарм ХХК,5290931000711,,
F20060222JP04793,Медофлюкон,Флуконазол,200мг,1,капсул,Жороор,Medochemie Ltd,Кипр,2025.02.22,Еврофарм ХХК,5290931000728,,
F060522JP01430,Клавам,Амоксициллин,1.2г, ,тарилгын уусмал бэлтгэх нунтаг,Жороор,Alkem Laboratories Ltd,БНЭУ,2020.05.22,Моносфарм Трейд ХХК, ,,
F060522JP05300,Клавам 625,Амоксициллин + Клавуланы хүчил,625мг,20,бүрхүүлтэй шахмал,Жороор,Alkem Laboratories Ltd,БНЭУ,2020.05.22,Моносфарм Трейд ХХК, ,,
F060522JP01431,Клавам 1000,Амоксициллин + Клавуланы хүчил,1000г, ,шахмал,Жороор,Alkem Laboratories Ltd,БНЭУ,2020.05.22,Моносфарм Трейд ХХК, ,,
F060707AN01506,Креон 10000,Панкреатин,10000сая ОУН,20,капсул,Жоргүй,Abbott Laboratories GmbH,Герман,2020.07.07,Ач Үр ХХК,8002660015525,,
F100315AO02334,Нольпаза,Пантопразол,20мг,14,бүрхүүлтэй шахмал,Жоргүй,"KRKA d.d., Novo Mesto",Словени,2020.03.12,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар", ,,
F100315AP02335,Нольпаза,Пантопразол,40мг,14,бүрхүүлтэй шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2020.03.12,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар", ,,
F100810VP02451,Ретиналамин,Тугалын нүдний торлогоос гарган авсан полипептид,5мг,10,тарилгын уусмал бэлтгэх лиофилизат нунтаг,Жороор,Geropharm Ltd,ОХУ,2020.08.10,Энто ХХК, ,,
F101102SP05187,Дексаметазон,Дексаметазон,5мл,1,нүдний дусал,Жороор,Belmedpreparaty RUE,Беларусь,2020.11.02,Еврофарм ХХК,4810133007809,,
F20151104GP05221,Пламоре 100,Силденафил,100мг,4,шахмал,Жороор,Syncom healthcare limited,БНЭУ,2020.11.04,Торгонтуул ХХК,8906058650049,,
F20130925NP03385,Бупивакайн - Гриндекс спинал,Бупивакаин,5мг/мл-5мл,5,тарилгын уусмал,Жороор,"HBM Pharma S.R.O., Slovakia for Grindeks, Latvia",Латви,2023.09.25,Азифарма ХХК,4750232002131,,
L20131203TP03559,Гоюу-7,Уламжлалт эм,0.5кг,1,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2023.12.03,Ариун Монгол ХХК,8654000082546,,
FT20160129CP05316,Пирамил экстра,Амлодипин + рамиприл,10мг/10мг,28,капсул,Жороор,"Lek Pharmaceuticals d.d,",Словени,2024.01.29,Сандоз ТГ, ,,
FT20160129CP05315,Пирамил экстра,Амлодипин + Рамиприл,10мг/5мг,28,капсул,Жороор,"Lek Pharmaceuticals d.d,",Словени,2024.01.29,Сандоз ТГ, ,,
FT20160317NP05405,Торамат,Топирамат,50мг,60,бүрхүүлтэй шахмал,Жороор,Pharmathen S.A,Грек,2019.03.17,Медиал ТГ, ,,
FT20160317NN,Торамат,Топирамат,25мг,60,бүрхүүлтэй шахмал,Жороор,Pharmathen S.A,Грек,2019.03.17,Медиал ТГ, ,,
FT20160129CP05319,Бисопролол Лек,Бисопролол фумарат,5мг,30,бүрхүүлтэй шахмал,Жороор,"Lek S.A.,",Словени,2024.01.29,Сандоз ТГ,8470006738733,,
FT20160129AP05317,Ортанол,Омепразол,10мг,14,капсул,Жороор,"Lek Pharmaceuticals d.d,",Словени,2019.01.29,Сандоз ТГ, ,,
FT20160129AP05318,Ортанол,Омепразол,20мг,14,капсул,Жороор,"Lek Pharmaceuticals d.d,",Словени,2019.01.29,Сандоз ТГ, ,,
FT20160317MP05406,Ксефокам,Лорноксикам,8мг,5,тарилгын уусмал,Жороор,Wasserburger Arzneimittelwerk GmbH,Герман,2024.03.17,Моносфарм Трейд ХХК,4031083005510,,
F20160317NP05407,Озапекс,Оланзапин,15мг,28,аманд задрах шахмал,Жороор,Pharmathen S.A,Грек,2021.03.17,Медиал Ди энд Пи ТГ,5206901004276,,
F20160317NP05408,Озапекс,Оланзапин,20мг,28,аманд задрах шахмал,Жороор,Pharmathen S.A,Грек,2021.03.17,Медиал Ди энд Пи ТГ,5206901004283,,
FT20160129CP05320,Бисопролол Лек,Бисопролол фумарат,10мг,30,бүрхүүлтэй шахмал,Жороор,"Lek S.A.,",Словени,2024.01.29,Сандоз ТГ, ,,
F20150325AO04441,Максавит форте,Поливитамин Эрдэс бодис,150мл,1,сироп,Жоргүй,Oxford Laboratories PVT. Ltd,БНЭУ,2025.03.25,Бэриш Фарм ХХК,8902034112013,,
F20150325JP04438,Цефосин,Цефотаксим,1г,50,тарилгын уусмал бэлтгэх нунтаг,Жороор,Sintez JSC,ОХУ,2025.03.25,Бэриш Фарм ХХК,4602565010645,,
FT20150430VP04634,Эксжад,Деферазирокс,500мг,28,шахмал,Жороор,Novartis Pharma Stein AG,Швейцари,2023.04.30,Монголэмимпекс ХХК,4820017710343,,
F20150520NP04684,Тайлол хөвмөл,Парацетамол,100мл,1,хөвмөл,Жоргүй,Nobel Ilac Sanayii Ve Ticaret A.S,Турк,2020.05.20,Монголэмимпекс ХХК,8699540701205,,
FT20150623LP04814,Жакави,Руксолитиниб,15мг,14x4,шахмал,Жороор,Novartis Pharma Stein AG,Швейцари,2023.06.23,Моносфарм Трейд ХХК,7680621260040,,
FT20150623LP04813,Жакави,Руксолитиниб,5мг,14x4,шахмал,Жороор,Novartis Pharma Stein AG,Швейцари,2023.06.23,Моносфарм Трейд ХХК,7680621260019,,
FT20150623AP04812,Гальвус мет,Вилдаглиптин + Метформин,50мг+1000мг,60,бүрхүүлтэй шахмал,Жороор,Novartis Pharma Produktions GmbH,Герман,2023.06.23,Моносфарм Трейд ХХК,7612797502549,,
FT20150623AP04811,Гальвус мет,Вилдаглиптин + Метформин,50мг+850мг,30,бүрхүүлтэй шахмал,Жороор,Novartis Pharma Produktions GmbH,Герман,2023.06.23,Моносфарм Трейд ХХК,7612797502525,,
FT20150623LP04815,Жакави,Руксолитиниб,20мг,14x4,шахмал,Жороор,Novartis Pharma Stein AG,Итали,2023.06.23,Монголэмимпекс ХХК,7680621260071,,
FT20150430LP04631,Тасигна,Нилотиниб,150мг,28,капсул,Жороор,Novartis Pharma Stein AG,Итали,2023.04.30,Монголэмимпекс ХХК,7612797214909,,
FT20150430LP04632,Тасигна,Нилотиниб,200мг,28,капсул,Жороор,Novartis Pharma Stein AG,Итали,2023.04.30,Монголэмимпекс ХХК,4820017710558,,
FT20150430LP04633,Афинитор,Эверолимус,2.5 мг,30,шахмал,Жороор,Novartis Pharma Stein AG,Швейцари,2023.04.30,Монголэмимпекс ХХК,7612797276044,,
L20150623JP04856,Тримексазол,Сульфаметоксазол + Триметоприм,480г,10,шахмал,Жороор,Армон эмийн үйлдвэр,Монгол,2025.06.23,Ариун Монгол ХХК,8654000081327,,
L20150520AP04698,Витамин В6,Пиридоксины гидрохлорид,5%-1мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2025.05.20,Айвико ХХК,8656020738632,,
L20150520NP04701,Лидокайн,Лидокаин,1%-2мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2020.05.20,Айвико ХХК,8656020738656,,
L20150520NP04699,Лидокайн,Лидокаин,0.5%-2мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2020.05.20,Айвико ХХК,8656020738649,,
L20150520NP04702,Лидокайн,Лидокаин,2%-2мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2025.05.20,Айвико ХХК,8656020738670,,
L20150520NP04704,Петидин,Петидиний гидрохлорид,5%-2мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2025.05.20,Айвико ХХК,8656020738700,,
L20150520NP04703,Морфин,Морфины сульфат,1%-1мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2025.05.20,Айвико ХХК,8656020738687,,
L20150520NP04697,Трамадол,Трамадолын гидрохлорид,5%-2мл,50,тарилгын уусмал,Жороор,Айвико тарилгын шингэний үйлдвэр,Монгол,2025.05.20,Айвико ХХК,8654000380147,,
FT20150430AP04636,Мэрикл-М,Глимепирид + Метформин,2мг+500мг,30,шахмал,Жороор,"Daewon Pharm Co.,Ltd",БНСУ,2023.04.30,ВэллБий ХХК,8806718051417,,
FT20150430AP04637,Парибен,Рабепразол,20мг,28,шахмал,Жороор,"Daewon Pharm Co.,Ltd",БНСУ,2023.04.30,ВэллБий ХХК,8806718003317,,
FT20150430AP04638,Гелповин тарилга,Л-орнитин-Л-аспартат,5мг/10мл,10,тарилгын уусмал,Жороор,"Daewon Pharm Co.,Ltd",БНСУ,2023.04.30,ВэллБий ХХК,8806718036520,,
F20150623RO04841,Снуп,Ксилометазоны гидрохлорид,0.05%-15мл,1,спрей,Жороор,Famar health care services madrid S.A.U,Испани,2025.06.23,Омбол ХХК,4011548020760,,
F20150720VP04991,Глютатион 600,Глутатион,600мг,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Furen Pharmaceutical group Co.,Ltd",БНХАУ,2025.07.20,Баянгол мед ХХК,6912341408275,,
F20150720VP04992,Глютатион 900,Глутатион,900мг,5,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Furen Pharmaceutical group Co.,Ltd",БНХАУ,2025.07.20,Баянгол мед ХХК,6912341408282,,
F20150623GP04843,Фемилекс,Сүүний хүчил,100мг,10,лаа,Жороор,Nizhpharm JSC,ОХУ,2020.06.23,Омбол ХХК,4601026306082,,
FT20150720GP04996,Тержинан,Тернидазол + Неомицин + Нистатин + Преднизолон,"0.2г+0.1г+100000 ОУН+0,0047г",6,шахмал,Жороор,Sophartex,Франц,2023.07.20,Азифарма ХХК,3592751842147,,
FT20150720RP04995,Полидекса,Неомицин + Полимиксин B + Фенилэфрин + Дексаметазон,0.025г+1г+0.025г+1000000I.U-15мл,1,спрей,Жороор,Sophartex,Франц,2023.07.20,Азифарма ХХК,3592752066993,,
FT20150623NP04797,Зирепин,Оланзапин,10мг,56,шахмал,Жороор,"Whan in Pharm.Co., Ltd",БНСУ,2023.06.23,Азифарма ХХК,8806572021625,,
FT20150623AO04816,Мовипреп, ,122.7г,2,Ууж хэрэглэх уусмал бэлтгэх нунтаг,Жороор,Norgine limited,ИБУИНВУ,2023.06.23,Моносфарм Трейд ХХК,5012748008694,,
F20150127VP04208,Назатив,Мометазон,0.5мг/мл-18г,1,спрей,Жороор,"Hanlim Pharm. Co.,Ltd",БНСУ,2025.01.27,Эм Жи Жи ХХК,8806453041018,,
F20150430PP04643,Метро-БКРС,Метронидазол,500/100мг/мл-100мл,1,тарилгын шингэн,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.04.30,Их Төгөл ХХК,8908003345611,,
F20150430MP04640,Ибу-БКРС,Ибупрофен,400мг,100,шахмал,Жоргүй,BKRS Pharma Pvt.Ltd,БНЭУ,2025.04.30,Их Төгөл ХХК,8908003345871,,
F20150430JP04639,Клари-БКРС,Кларитромицин,500мг,10,шахмал,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.04.30,Их Төгөл ХХК,8908003345864,,
L20150520TO04754,Лишь-12,Уламжлалт эм,0.5кг,1,талх эм,Жоргүй,Армон эмийн үйлдвэр,Монгол,2025.05.20,Ариун Монгол ХХК,8654000087404,,
L20150520TO04748,Гоюу-13,Уламжлалт эм,1г,9,талх эм,Жороор,Армон эмийн үйлдвэр,Монгол,2020.05.20,Ариун Монгол ХХК,8654000081808,,
F20150623RP04832,Нобивент,Сальбутамол,2.5мг/2.5мл,21,утлагын уусмал,Жороор,Ahlcon parenterals Ltd,БНЭУ,2025.06.23,Чинбаян ХХК,8901150020858,,
F20150623RP04833,Нобивент плюс,Сальбутамол + Ипратропийн бромид,2.5мг+500мкг-2.5мл,21,утлагын уусмал,Жороор,Ahlcon parenterals Ltd,БНЭУ,2025.06.23,Чинбаян ХХК,8901150020865,,
F20150623JP04834,Цефтаноб,Цефтриаксон,1г,50,тарилгын уусмал бэлтгэх нунтаг,Жороор,Noble Wellness PVT.Ltd,БНЭУ,2020.06.23,Чинбаян ХХК, ,,
F20150623JP04835,Нобаксим,Цефотаксим,1мг,50,тарилгын уусмал бэлтгэх нунтаг,Жороор,Noble Wellness PVT.Ltd,БНЭУ,2020.06.23,Чинбаян ХХК, ,,
F20150623RP04831,Будесаноб,Будесонид,0.5мг-2мл,21,хөвмөл,Жороор,Ahlcon parenterals Ltd,БНЭУ,2025.06.23,Чинбаян ХХК,8901150020148,,
F20150520MP04677,Колмифен 10,Баклофен,10мг,60,шахмал,Жороор,Remedica Ltd,Кипр,2023.05.20,Монголфарм ХХК,5290665005730,,
F20150520JP04678,Амикацин сулфат,Амикацин,250мг/2мл,1,тарилгын уусмал,Жороор,PT. Bernofarm Pharmaceutical Company,Индонез,2023.05.20,Монголфарм ХХК,8992001700015,,
FT20150520JP04679,Симикан,Амикацин,500мг/2мл,1,тарилгын уусмал,Жороор,PT. Bernofarm Pharmaceutical Company,Индонез,2023.05.20,Монголфарм ХХК,8992001700060,,
L20150325DO04467,Цайрын ислийн тосон түрхэц 10%,Цайр,10%-20г,1,тосон түрхлэг,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК, ,,
L20150325DO04468,Стрептоцидтой тосон түрхэц 10%,Сульфаниламид,10%-20г,1,тосон түрхлэг,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК, ,,
L20150325CO04465,Долоогоны хандмал,Долоогоны ханд,30мл,1,хандмал,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК,8651235050647,,
L20150325NO04464,Алтан гагнуурын шингэн ханд,Алтан гагнуур,30мл,1,ханд,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК, ,,
L20150325CO04463,Бамбайн хандмал,Эмийн бамбайн хуурай ханд,30мл,1,хандмал,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК,8651235050630,,
L20150325AO04466,Магнийн сульфат,Магнийн сульфат,25г,1,нунтаг,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК, ,,
L20150325DO04469,Салицилийн хүчлийн спиртэн уусмал,Ацетилсалицилийн хүчил,2%-50мл,1,уусмал,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК, ,,
FT20150928LP05113,Курасил,Фторурацил,10мл,1,тарилгын уусмал,Жороор,Kalbe Farma,Индонез,2020.09.28,Монфа трейд ХХК, ,,
F150210AP04282,Клаверсал,Месалазин,500мг,10,лаа,Жороор,Haupt Pharma Wulfing GmbH,Герман,2020.02.10,Азифарма ХХК, ,,
F150210AP04283,Клаверсал,Месалазин,500мг,100,ходоодонд уусдаг шахмал,Жороор,Haupt Pharma Wulfing GmbH,Герман,2020.02.10,Азифарма ХХК, ,,
F20150720NP05001,Неуромалин,Гастродин,2мл,6,тарилгын уусмал,Жороор,"KPC Pharmaceuticals, Inc.",БНХАУ,2020.07.20,Долмалин ХХК,6901694131145,,
F20150720NP05002,Денжин наотонг,Наотонг,0.26г,24,капсул,Жороор,"KPC Pharmaceuticals, Inc.",БНХАУ,2020.07.20,Долмалин ХХК,6901694130902,,
F20150210MO04281,Ибуфен,Ибупрофен,100мг/5мл-100мл,1,хөвмөл,Жоргүй,Medana Pharma S.A.,Польш,2025.02.10,Моносфарм Трейд ХХК,5907529462607,,
F20150720RO04993,Анзибел /гааны амттай/,Хлоргексидин + Бензокаин + Эноксолон,5мг+4мг+3мг,30,хүлхдэг шахмал,Жоргүй,Nobel Ilac Sanayii Ve Ticaret A.S,Турк,2020.07.20,Монголэмимпекс ХХК,8699540110052,,
F20150720RO04994,Анзибел /зөгийн бал лемоны амттай/,Хлоргексидин + Бензокаин + Эноксолон,5мг+4мг+3мг,30,хүлхдэг шахмал,Жоргүй,Nobel Ilac Sanayii Ve Ticaret A.S,Турк,2020.07.20,Монголэмимпекс ХХК,8699540110014,,
F20150210GO04296,Простамед, ,200мг,60,зажилдаг шахмал,Жоргүй,"Dr. Gustav Klein GmbH & Co. KG, Germany",Герман,2025.02.10,Монголэмимпекс ХХК,4260019330710,,
L20150825TO05078,Барагшуны өтгөн ханд,Уламжлалт эм,10г,1,ханд,Жоргүй,Монг-Эм ХХК,Монгол,2020.08.25,Монг-Эм ХХК, ,,
L20150325LO04470,Салимон,Кумарин,50мл,1,ханд,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК, ,,
F20150325LO04471,Нефромон,Флавоноид,100мл,1,ханд,Жоргүй,Тавин-Ус фарм эмийн үйлдвэр,Монгол,2025.03.25,Тавин-Ус ХХК,8656020981021,,
F20150825RO05023,Тавипек,Лаванда цэцгийн тос,150мг,30,капсул,Жоргүй,PHARMAZEUTISCHE FABRIC MONTAVIT Ges.m.b.H,Австри,2023.08.25,Монголэмимпекс ХХК,9001505006581,,
FT20150520CP04680,В-Блок,Карведилол,25мг,30,шахмал,Жороор,PT. Kalbe Farma Tbk,Индонез,2023.05.20,Монфа трейд ХХК,8992858684711,,
FT20150623MP04796,Лантипайн,Кеторолак,30мг/мл-1мл,6,тарилгын уусмал,Жороор,PT. Phapros Tdk,Индонез,2023.06.23,Монфа трейд ХХК,8994757000777,,
FT20150623NP04795,Ланколин,Цитиколин,125мг/мл-4мл,5,тарилгын уусмал,Жороор,PT. SYDNA FARMA,Индонез,2023.06.23,Монфа трейд ХХК,8994757002207,,
F20150623JP04829,Гати ай,Преднизолон + Гатифлоксацин,5мл,1,хөвмөл,Жороор,BKRS Pharma Pvt.Ltd,БНЭУ,2025.06.23,Их Төгөл ХХК,8908003345802,,
F20150720CP04998,Амлорус,Амлодипин,10мг,10,шахмал,Жороор,Sintez JSC,ОХУ,2020.07.20,Бериш фарм, ,,
F20150720CP04998,Амлорус,Амлодипин,10мг,20,шахмал,Жороор,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК, ,,
F20150720CP04998,Амлорус,Амлодипин,10мг,30,шахмал,Жороор,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК,4602565012038,,
F20150720AP04999,Омепразол,Омепразол,20мг,30,капсул,Жороор,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК,4602565015442,,
F20150720AO05000,Дротаверин,Дротаверин,40мг,10,шахмал,Жоргүй,Sintez JSC,ОХУ,2020.07.20,Бериш фарм, ,,
F20150720AO05000,Дротаверин,Дротаверин,40мг,10,шахмал,Жоргүй,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК, ,,
F20150720AO05000,Дротаверин,Дротаверин,40мг,100,шахмал,Жоргүй,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК, ,,
F20150720AO05000,Дротаверин,Дротаверин,40мг,20,шахмал,Жоргүй,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК,4602565016852,,
F20150720CP04997,Амлорус,Амлодипин,5мг,10,шахмал,Жороор,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК, ,,
F20150720CP04997,Амлорус,Амлодипин,5мг,30,шахмал,Жороор,Sintez JSC,ОХУ,2025.07.20,Бэриш Фарм ХХК,4602565012038,,
F20150623BP04840,Апротекс,Апротинин, ,10,тарилгын уусмал бэлтгэх лиофилизат нунтаг,Жороор,Lens - Pharm LLC,ОХУ,2020.06.23,Моносфарм Трейд ХХК, ,,
F20150623RO04839,Фарингомед, , ,20,шахмал,Жоргүй,Materia Medica Holding OOO NPF,ОХУ,2025.06.23,Моносфарм Трейд ХХК,4607009581606,,
FT20150825JP05011,Валтра,Валацикловир,500мг,42,шахмал,Жороор,"Jeil Pharmaceutical Co.,Ltd",БНСУ,2023.08.25,ВэллБий ХХК,8806454035016,,
F20150623GP04827,Вагимилт,Клиндамицин + Клотримазол,100мг+100мг,7,"капсул, желатин бүрхүүлтэй",Жороор,SOFTGEL HEALTH CARE PVT LTD,БНЭУ,2025.06.23,ВэллБий ХХК,8908000430235,,
F20150720RO04989,Анти-ангин формула,Тетракаин + Хлоргексидин + Аскорбины хүчил,0.2мг+2мг+50мг,20,хүлхдэг шахмал,Жоргүй,HERKEL B.V.,Нидерланд,2020.07.20,Еврофарм ХХК, ,,
F20150720RO04990,Анти-ангин формула,Тетракаин + хлоргексидин,0.24мг+0.12мг-25мл,1,спрей,Жоргүй,HERKEL B.V.,Нидерланд,2020.07.20,тест, ,,
F20150825NO05015,Табекс,Цитизин,1.5мг,100,бүрхүүлтэй шахмал,Жоргүй,Sopharma PLC,Болгар,2025.08.25,Волрос ХХК,3800010641517,,
F20150825AO05017,Витамин В6 Софарма,Пиридоксин,25мг,20,бүрхүүлтэй шахмал,Жоргүй,Sopharma PLC,Болгар,2020.08.25,Волрос ХХК,3800010642101,,
FT20150127JP04188,Хепабиг,Гепатит Б иммуноглобулин,0.5мл,1,тарилгын уусмал,Жороор,Green Cross Corporation,БНСУ,2023.01.27,Монголэмимпекс ХХК,8806436018914,,
FT20150430NP04635,Пейона,Каффеин цитрат,20мг/мл-1мл,10,уусмал,Жороор,Alfasigma S.p.A,Итали,2023.04.30,Монголэмимпекс ХХК,9005639008954,,
FT20150928LP05099,Такробелл,Такролимус,1мг,100,капсул,Жороор,Chong Kun Dang Pharmaceutical Corp,БНСУ,2023.09.28,Азифарма ХХК, ,,
FT20150928LP05098,Такробелл,Такролимус,0.5мг,50,капсул,Жороор,Chong Kun Dang Pharmaceutical Corp,БНСУ,2023.09.28,Азифарма ХХК, ,,
FT20150928DP05100,Гентрисон,Бетаметазон + Клотримазол + Гентамицин,0.64мг+10мг+1мг/10г,1,крем,Жороор,"Shin Poong Pharmaceutical Co.,Ltd",БНСУ,2023.09.28,Азифарма ХХК,8806485000229,,
FT20150928JP05101,Гентамицин,Гентамицин,80мг-2мл,50,тарилгын уусмал,Жороор,"Shin Poong Pharmaceutical Co.,Ltd",БНСУ,2023.09.28,Азифарма ХХК, ,,
F20150928RP05131,Цетиризин гидрохлорид,Цетиризин,10мг,12,шахмал,Жороор,"Yangtze River Pharmaceutical (Group) Co., Ltd.",БНХАУ,2020.09.28,Азифарма ХХК, ,,
